"","date","iso_code","estimate","lower","upper"
"2408",2020-05-22,"CIV",0.979800497030037,0.903311600541719,0.999999999992904
"2409",2020-05-23,"CIV",0.9801739997616,0.90563782826617,0.999999999992749
"2410",2020-05-24,"CIV",0.98052676182142,0.907632387956901,0.999999999994408
"2411",2020-05-25,"CIV",0.980859415527826,0.909675355050033,0.999999999994236
"2412",2020-05-26,"CIV",0.981172540190106,0.911528069036853,0.999999999994334
"2413",2020-05-27,"CIV",0.981466632775863,0.912826433361543,0.999999999993403
"2414",2020-05-28,"CIV",0.981742081003736,0.914456523714941,0.999999999993326
"2415",2020-05-29,"CIV",0.981999172343547,0.916104106562555,0.999999999994833
"2416",2020-05-30,"CIV",0.982238146829334,0.917183179722867,0.999999999994563
"2417",2020-05-31,"CIV",0.982459264608688,0.918415429969899,0.999999999994096
"2418",2020-06-01,"CIV",0.982662837463902,0.919282904107466,0.999999999994467
"2419",2020-06-02,"CIV",0.982849199967018,0.920309108281621,0.999999999994061
"2420",2020-06-03,"CIV",0.98301865066781,0.92123037200039,0.999999999993378
"2421",2020-06-04,"CIV",0.983171410648748,0.921904400064084,0.999999999993327
"2422",2020-06-05,"CIV",0.983307617072947,0.9226840446541,0.999999999992834
"2423",2020-06-06,"CIV",0.983427339584774,0.923163528626219,0.999999999992279
"2424",2020-06-07,"CIV",0.983530600168486,0.923497439528816,0.999999999991997
"2425",2020-06-08,"CIV",0.98361738341007,0.923831631350712,0.999999999991496
"2426",2020-06-09,"CIV",0.983687632541584,0.924294061878129,0.999999999990607
"2427",2020-06-10,"CIV",0.983741233211551,0.924435498957674,0.999999999990636
"2428",2020-06-11,"CIV",0.983777990712716,0.924435542405342,0.999999999989461
"2429",2020-06-12,"CIV",0.983797606288383,0.924602914845636,0.999999999988927
"2430",2020-06-13,"CIV",0.983799655446733,0.924448656515994,0.999999999987926
"2431",2020-06-14,"CIV",0.983783569327788,0.924329857459641,0.999999999986709
"2432",2020-06-15,"CIV",0.983748618896018,0.924196136172189,0.999999999983734
"2433",2020-06-16,"CIV",0.983693897741688,0.923984935037628,0.999999999984985
"2434",2020-06-17,"CIV",0.983618294313989,0.923644663766328,0.999999999986745
"2435",2020-06-18,"CIV",0.983520444831356,0.923150600406872,0.999999999985285
"2436",2020-06-19,"CIV",0.983398664380867,0.922699100031268,0.999999999983044
"2437",2020-06-20,"CIV",0.983250858879833,0.921954245438711,0.99999999998108
"2438",2020-06-21,"CIV",0.983074419339258,0.920865550921961,0.999999999978354
"2439",2020-06-22,"CIV",0.982866095039567,0.920045766482226,0.999999999976048
"2440",2020-06-23,"CIV",0.982621851930228,0.918842553020132,0.999999999973225
"2441",2020-06-24,"CIV",0.982336787118284,0.916890795849978,0.999999999968634
"2442",2020-06-25,"CIV",0.98200529016094,0.915235451603971,0.999999999967546
"2443",2020-06-26,"CIV",0.981621621254971,0.91299661721193,0.99999999996633
"2444",2020-03-27,"CMR",0.567451116636544,0.254198202860451,0.99993047870242
"2445",2020-03-28,"CMR",0.529764332820805,0.241358193550243,0.999546513140362
"2446",2020-03-29,"CMR",0.484480655316033,0.222359977868789,0.997061891309031
"2447",2020-03-30,"CMR",0.431815322445386,0.194979516048475,0.984326625080683
"2448",2020-03-31,"CMR",0.373060103743357,0.161451441945792,0.934426183117012
"2449",2020-04-01,"CMR",0.311010764667922,0.131941523372245,0.814846743648078
"2450",2020-04-02,"CMR",0.250873681803148,0.108722709104635,0.635547912855882
"2451",2020-04-03,"CMR",0.200085244717323,0.0926135235723324,0.417338416954132
"2452",2020-04-04,"CMR",0.163879108344543,0.0830444295907888,0.321091283974751
"2453",2020-04-05,"CMR",0.142411094692713,0.073616167582191,0.301406135078873
"2454",2020-04-06,"CMR",0.133209846828399,0.0630097787546824,0.286241726852826
"2455",2020-04-07,"CMR",0.134127667226785,0.0626697216874853,0.273246680426609
"2456",2020-04-08,"CMR",0.144375445056176,0.0689271157491896,0.265877054822702
"2457",2020-04-09,"CMR",0.164473299259325,0.0873987359400872,0.275330430371815
"2458",2020-04-10,"CMR",0.195779139526346,0.109454810364684,0.320189090567902
"2459",2020-04-11,"CMR",0.239173183247987,0.137674440456362,0.391140553493
"2460",2020-04-12,"CMR",0.292350492509073,0.164942465353229,0.535751185811626
"2461",2020-04-13,"CMR",0.347870894890461,0.176892755709278,0.69306961400391
"2462",2020-04-14,"CMR",0.395745345829782,0.176617533255596,0.814515713405146
"2463",2020-04-15,"CMR",0.428612762255014,0.17352003985505,0.884618685702617
"2464",2020-04-16,"CMR",0.443675398196863,0.170184410285848,0.913059417353304
"2465",2020-04-17,"CMR",0.440744437295162,0.166571327294566,0.913228427108558
"2466",2020-04-18,"CMR",0.419560532474495,0.162540989351655,0.883771916112978
"2467",2020-04-19,"CMR",0.378523316063016,0.1584643533796,0.805014554969278
"2468",2020-04-20,"CMR",0.317185907351605,0.15292345483339,0.649808622989035
"2469",2020-04-21,"CMR",0.244454800462344,0.140052431344658,0.438728262185113
"2470",2020-04-22,"CMR",0.180526869581405,0.114121311717964,0.279635866283223
"2471",2020-04-23,"CMR",0.138828742538219,0.0629879708305907,0.233286019176752
"2472",2020-04-24,"CMR",0.117260598403864,0.0413592333421174,0.219543885298736
"2473",2020-04-25,"CMR",0.113297317422971,0.0562790411683184,0.218951318542334
"2474",2020-04-26,"CMR",0.14828410301122,0.0762711146405154,0.311008512138004
"2475",2020-04-27,"CMR",0.278665816357722,0.0776469585692013,0.903906242440692
"2476",2020-04-28,"CMR",0.387702381401681,0.0795499619741462,0.999949520351768
"2477",2020-04-29,"CMR",0.426489263802443,0.0870412041972436,0.999999999999989
"2478",2020-04-30,"CMR",0.456594978025422,0.103559369086558,1
"2479",2020-05-01,"CMR",0.502388757894048,0.141128498573203,1
"2480",2020-05-02,"CMR",0.584276158691579,0.207325675051378,1
"2481",2020-05-03,"CMR",0.70803915143978,0.248249322809428,1
"2482",2020-05-04,"CMR",0.830927498248021,0.26437718231144,1
"2483",2020-05-05,"CMR",0.892504330147695,0.280363569043279,1
"2484",2020-05-06,"CMR",0.908777463287525,0.297721435595451,1
"2485",2020-05-07,"CMR",0.914303232211099,0.315787792559772,1
"2486",2020-05-08,"CMR",0.918153299037577,0.33507033000402,1
"2487",2020-05-09,"CMR",0.921609186007482,0.354838029859551,1
"2488",2020-05-10,"CMR",0.924914299444703,0.375385176736163,1
"2489",2020-05-11,"CMR",0.928179390215825,0.395029119087948,1
"2490",2020-05-12,"CMR",0.931536806577458,0.413568817012907,1
"2491",2020-05-13,"CMR",0.93516153796278,0.435582521250878,1
"2492",2020-05-14,"CMR",0.939242189427763,0.460009359245743,1
"2493",2020-05-15,"CMR",0.94376122976635,0.484671985400965,1
"2494",2020-05-16,"CMR",0.948089683388982,0.506020564239429,1
"2495",2020-05-17,"CMR",0.951495395779989,0.526448884977381,1
"2496",2020-05-18,"CMR",0.954094482124058,0.544286155541273,1
"2497",2020-05-19,"CMR",0.956325480581977,0.558698433365972,1
"2498",2020-05-20,"CMR",0.958336721655486,0.571025075839404,1
"2499",2020-05-21,"CMR",0.96013859668169,0.57694166152821,1
"2500",2020-05-22,"CMR",0.961693165843706,0.579323509488974,1
"2501",2020-05-23,"CMR",0.962844373586196,0.578493858314497,1
"2502",2020-05-24,"CMR",0.963181131609471,0.577973717657956,1
"2503",2020-05-25,"CMR",0.961963501794497,0.582985393464882,1
"2504",2020-05-26,"CMR",0.958431838351132,0.581413263243113,1
"2505",2020-05-27,"CMR",0.952869873129609,0.519917327810945,1
"2506",2020-05-28,"CMR",0.946356155068496,0.441077836395189,1
"2507",2020-05-29,"CMR",0.928067659043412,0.344720545143073,1
"2508",2020-05-30,"CMR",0.540608829997096,0.19379342741187,1
"2509",2020-05-31,"CMR",0.233001596504066,0.0453910869935648,1
"2510",2020-06-01,"CMR",0.524456445249655,0.204128659742132,1
"2511",2020-06-02,"CMR",0.930394984705025,0.40033015389895,1
"2512",2020-06-03,"CMR",0.953767438968078,0.495410488831449,1
"2513",2020-06-04,"CMR",0.960695931502834,0.581370011394429,1
"2514",2020-06-05,"CMR",0.966051785128868,0.649066139876602,1
"2515",2020-06-06,"CMR",0.970110107590757,0.683965666678196,1
"2516",2020-06-07,"CMR",0.972839705962895,0.695067723685423,1
"2517",2020-06-08,"CMR",0.974440387806534,0.700739429160567,1
"2518",2020-06-09,"CMR",0.975172579439058,0.703898028199318,1
"2519",2020-06-10,"CMR",0.975246613301468,0.706686308016054,1
"2520",2020-06-11,"CMR",0.974792059834321,0.705733917127517,1
"2521",2020-06-12,"CMR",0.973867153492965,0.704733462104773,1
"2522",2020-06-13,"CMR",0.972476466136446,0.699023703071488,1
"2523",2020-06-14,"CMR",0.97058172340197,0.688349577318733,1
"2524",2020-06-15,"CMR",0.968099086724301,0.673664982918335,1
"2525",2020-06-16,"CMR",0.964870249059862,0.653802731612683,1
"2526",2020-06-17,"CMR",0.960580293741556,0.630660949364257,1
"2527",2020-06-18,"CMR",0.954562792405258,0.603605229048509,1
"2528",2020-06-19,"CMR",0.944932250116623,0.572048983859865,1
"2529",2020-06-20,"CMR",0.921262639955411,0.536278435461315,0.999999999999996
"2530",2020-06-21,"CMR",0.820662138845447,0.477114746527579,0.999988829717826
"2531",2020-06-22,"CMR",0.562013284377109,0.282447523779011,0.940396156087864
"2532",2020-06-23,"CMR",0.287544910680246,0.147260646331228,0.547504940731998
"2533",2020-06-24,"CMR",0.196620527838119,0.0858345950814293,0.495871458812497
"2534",2020-06-25,"CMR",0.210366829151673,0.1181906263939,0.461944216501
"2535",2020-06-26,"CMR",0.333246770744997,0.165532255681709,0.604821157937851
"2536",2020-03-20,"COD",0.0801702703411584,0.026370734524068,0.192241562298384
"2537",2020-03-21,"COD",0.0850560930747997,0.0333448434841934,0.193453030049072
"2538",2020-03-22,"COD",0.0911846222418821,0.0405118985202733,0.195275003010145
"2539",2020-03-23,"COD",0.0986743385010023,0.0480023946856649,0.198633014760826
"2540",2020-03-24,"COD",0.1076291702032,0.0560794951261274,0.204160353483218
"2541",2020-03-25,"COD",0.118122081554155,0.0643989523927268,0.212278440063701
"2542",2020-03-26,"COD",0.130177149980922,0.0727957504103155,0.226729144964246
"2543",2020-03-27,"COD",0.143752429626589,0.0811975307240918,0.247590454082942
"2544",2020-03-28,"COD",0.158726489463006,0.0894354181580148,0.276015843661464
"2545",2020-03-29,"COD",0.174891664314207,0.0975003373591689,0.311164503889944
"2546",2020-03-30,"COD",0.191956519757545,0.105042236974743,0.351576533404797
"2547",2020-03-31,"COD",0.209558681598376,0.112327403259772,0.393053502955812
"2548",2020-04-01,"COD",0.227287216684064,0.119701280229682,0.438775624281845
"2549",2020-04-02,"COD",0.244711706056012,0.126688490196362,0.480966309375771
"2550",2020-04-03,"COD",0.261413587287695,0.133845662595321,0.51332262078547
"2551",2020-04-04,"COD",0.277014738092675,0.140939289201082,0.55106720004552
"2552",2020-04-05,"COD",0.291199067466849,0.147926504120699,0.582912326849828
"2553",2020-04-06,"COD",0.303725027464273,0.154940749446806,0.605962971926048
"2554",2020-04-07,"COD",0.314429527647609,0.162116600150307,0.626290662903924
"2555",2020-04-08,"COD",0.32322554079376,0.169108317254024,0.637694583680731
"2556",2020-04-09,"COD",0.330096231773657,0.175719636339802,0.644817883472461
"2557",2020-04-10,"COD",0.335087996585999,0.181351122541838,0.645593691360436
"2558",2020-04-11,"COD",0.338303892591127,0.187501184743155,0.6402641338593
"2559",2020-04-12,"COD",0.339897981173763,0.193123445625716,0.632344933570819
"2560",2020-04-13,"COD",0.340070322519326,0.197611124520846,0.617579783794742
"2561",2020-04-14,"COD",0.339061870747199,0.200302842549517,0.600265253992007
"2562",2020-04-15,"COD",0.337148356765886,0.201199177005184,0.578674003761509
"2563",2020-04-16,"COD",0.334632418045467,0.201454957334524,0.55616594773026
"2564",2020-04-17,"COD",0.331833692969084,0.198128098947841,0.536639805792944
"2565",2020-04-18,"COD",0.329077205689338,0.193636684874713,0.521124824106526
"2566",2020-04-19,"COD",0.326680940556928,0.188976200881996,0.510650935859648
"2567",2020-04-20,"COD",0.324943931066336,0.183802417369574,0.505787757235626
"2568",2020-04-21,"COD",0.324136412753307,0.180461737528305,0.504226312911223
"2569",2020-04-22,"COD",0.324493491394137,0.178053376443148,0.509566198803115
"2570",2020-04-23,"COD",0.326213221473425,0.175479202379453,0.517641710492984
"2571",2020-04-24,"COD",0.329459029903354,0.173507952151981,0.527617283117319
